cell_id	global_mCH	global_mCG	#non_clonal_reads	coverage	global_mCCC	#contact	clusters	subclusters
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_C9_AD007	0.00875554166446345	0.765294267686688	1500430	20422596	0.005572637333592069	102943	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_C9_AD010	0.006794888908526336	0.7691727084981768	4619563	62870550	0.005234015466991642	319827	OPC	OPC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_C9_AD012	0.04248325885206943	0.78083746811434	4950038	66752712	0.029421469875636527	338797	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D10_AD002	0.00871511904035638	0.7588832967027641	5704531	77524289	0.0056767584311585954	400246	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D10_AD006	0.035358855473936295	0.8073099387612245	5861775	77844132	0.00966247176999819	416688	Ndnf	Ndnf-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D10_AD007	0.008677376622645781	0.7643818932593204	5254703	70389673	0.005516389036095482	372132	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D10_AD008	0.009699111236270097	0.7440206485765014	4942974	66047013	0.006580101860824939	346292	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D10_AD010	0.008748557068895407	0.751895653965499	5377920	72670032	0.005830917316742466	349789	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D10_AD012	0.033986957054233824	0.7841752431363505	4881728	66276803	0.011095428438158247	369318	L6	L6-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D11_AD001	0.010094845452973561	0.7763381508396614	1197893	17830371	0.006083832562072921	72309	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D11_AD004	0.0549631280786755	0.8308523975695623	1538755	22862139	0.012418153647789561	97849	Sst	Sst-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D11_AD007	0.009454793065530168	0.7766994521524867	1497099	22126249	0.005613276709246298	97570	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D11_AD012	0.009463078499027597	0.7702760701290347	1517940	22145552	0.005888319881586676	94811	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D12_AD001	0.011008220732342465	0.7634736396337791	3365137	44787516	0.007482726007112975	214559	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D12_AD002	0.009599705707278097	0.7628765230048866	5639972	76366059	0.00650275390041475	329408	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D12_AD007	0.008886290024213291	0.7647916473588731	5432448	72390059	0.0058710187897696615	323592	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D12_AD008	0.009813941827274394	0.7606731129898153	5078458	67893249	0.006930786075621323	297318	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D12_AD010	0.020513441990373787	0.7817605518661475	5185815	69296935	0.007381890814887506	309001	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D12_AD012	0.011276054060699425	0.7859246758988497	6031738	80069133	0.006031980649000567	355367	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D1_AD001	0.020891650277779974	0.7621808663967872	4697959	63210004	0.008876954514976306	319186	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D1_AD002	0.011002147436965176	0.7296287466557364	5820402	80296248	0.007756765146945157	371203	Endo	Endo-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D1_AD004	0.008293726989073118	0.7656594379766382	6194746	85006404	0.0064960723435032825	365274	OPC	OPC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D1_AD006	0.015213385362557582	0.7665053641678797	6489533	88492258	0.010165492762330822	405590	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D1_AD007	0.06617140874536392	0.7913213534225998	5389457	74504592	0.01474944306640237	357369	L5	L5-3
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D1_AD008	0.010599329137693072	0.7647013565861857	5156703	70405027	0.006991105283460115	303351	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D1_AD012	0.009135631306571131	0.7649560315951054	5541139	75681458	0.006025710052194343	349223	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D2_AD001	0.009376118826186795	0.759687910486352	2732093	38257548	0.006590574321476586	178692	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D2_AD006	0.03586624777719437	0.8090771157362586	3407937	48074561	0.01015007284810163	218656	Ndnf	Ndnf-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D2_AD007	0.009460508318979518	0.7601290014425364	3498340	49627937	0.005604292356371782	208733	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D2_AD008	0.022450639691595862	0.7709818914765071	2609857	36438826	0.008179420707456593	153519	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D3_AD001	0.04274861655129321	0.7666763236523165	4066764	55857157	0.011680135901593726	315039	L2/3	L2/3-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D3_AD006	0.010169341589194308	0.7529292399451782	5151010	70089175	0.00634537302799081	348280	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D3_AD012	0.00898182008543096	0.7674184147422722	4341358	60689838	0.0059459336237535805	272318	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D4_AD006	0.07193345796885943	0.8386526710511643	4375311	60772898	0.015779529303826388	294431	Vip	Vip-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D4_AD008	0.01023075529798325	0.7596200047016032	3302674	46109962	0.006252336151236001	236986	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D4_AD010	0.054912452006356485	0.8187528295594433	3750551	52747208	0.012203990059004955	261980	Pvalb	Pvalb-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D5_AD002	0.008662555752746036	0.7575867983417397	4817447	67939383	0.005561876606079079	324639	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D5_AD006	0.019761515298293814	0.7891404912479699	5071673	70278748	0.007067475538693782	364059	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D5_AD007	0.05144692019118691	0.7777865051307825	4218512	59003394	0.011974389374573607	303876	L6	L6-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D5_AD010	0.008683558936283262	0.7644884305444848	4223506	57729419	0.00536118722937343	324291	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D6_AD001	0.09346968878210028	0.8275977020696578	3939924	55274018	0.02183445742550102	266443	Vip	Vip-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D6_AD002	0.009483859518374233	0.7618770789412332	5602443	75624506	0.005634376642519253	438992	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D6_AD006	0.03961725896350902	0.7745732860835043	5158251	71658567	0.010136309990013526	403471	L2/3	L2/3-4
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D6_AD007	0.032260604735422575	0.7722581691140444	4529462	62417108	0.008573400274387051	328858	L2/3	L2/3-4
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D6_AD008	0.010133648389189967	0.7594181994161254	4368842	59671429	0.006394982394944347	294980	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D6_AD010	0.008171177704469781	0.7571333193016387	5077350	69023528	0.005360019474480973	369358	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D6_AD012	0.009143908173892178	0.7556623692332146	4972823	68428852	0.005688354544079044	342030	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D7_AD001	0.009350494252166802	0.7582660611843329	3276781	47094553	0.006069193017891838	190990	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D7_AD002	0.05140721209732161	0.8168498825386009	3573102	51697814	0.011308832105292283	250439	Sst	Sst-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D7_AD004	0.0371152279245561	0.8172801665169916	3994867	56851635	0.0115051889707492	269631	Ndnf	Ndnf-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D7_AD007	0.07769585218231	0.809144402096786	3379660	48616430	0.016597864302305615	225699	L5	L5-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D7_AD008	0.010284624240908051	0.7559017000196907	3299310	46059306	0.0062575034294037055	222944	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D7_AD010	0.05737102574870288	0.8139622618617006	3526574	49742839	0.012629235414315777	253421	Vip	Vip-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D8_AD001	0.009938854763487973	0.7584210968326343	3930864	54163582	0.006696757532892431	258706	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D8_AD004	0.008939187253867978	0.7575991487828357	4897700	68285189	0.005582538211322452	309651	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D8_AD006	0.04875321448031453	0.7810437080753645	4772222	65084544	0.011880306829773868	355791	L4	L4-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D8_AD007	0.008589792225096298	0.7603761194436127	4833895	66384106	0.005393172252087968	337782	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D8_AD008	0.017374445581602713	0.7829887525840122	4420482	61415249	0.007306286957461344	272299	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D8_AD010	0.036846320544288796	0.7808859322338803	4630302	63256116	0.009635639702648765	329629	L6	L6-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D8_AD012	0.00672606008026712	0.7246403010778273	4745144	65798885	0.005328026344499338	292680	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D9_AD004	0.010352956392263765	0.7708726138610726	5589187	75036514	0.00570733630821925	407055	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D9_AD006	0.009928836274062982	0.7583575370509889	5249923	71011340	0.005946874511759628	359691	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D9_AD008	0.009848336322409335	0.760021534551928	4594010	61524512	0.006511135312538841	308244	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D9_AD010	0.04495075645782349	0.8108309885712176	4131656	55935532	0.010678601579062337	290590	Sst	Sst-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_D9_AD012	0.009361203951683722	0.7601109617604084	4535952	61334748	0.005601933752549814	305997	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E10_AD001	0.035058094967841465	0.7588680575462602	5012729	66869755	0.009414625134211258	404168	L2/3	L2/3-4
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E10_AD002	0.009950873812242347	0.7635287026569779	5259482	71722853	0.005873120536419105	366606	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E10_AD004	0.008034056237824716	0.7553123867798723	5882927	78712347	0.005597429103867009	408107	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E10_AD006	0.009444391262347644	0.7526142000790325	6197477	84888277	0.006253010247297006	361058	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E10_AD010	0.009116976458116117	0.7603394232670351	5658879	75123473	0.005748073346210191	405391	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E10_AD012	0.008386505821701353	0.7743739042712608	5631157	76666039	0.006055437862012728	339506	OPC	OPC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E11_AD001	0.016984603340971707	0.7758449473016434	1630201	24309198	0.007079414300382584	98176	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E11_AD002	0.008529583282475581	0.7488606568434825	1702523	25429433	0.005393851934544069	98210	Endo	Endo-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E11_AD004	0.029210206757048388	0.7847618667283301	2069937	30195245	0.008692590443387577	146229	L6	L6-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E11_AD006	0.007145827132404071	0.7495331898079334	2064171	29926866	0.005565993602066733	123467	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E11_AD007	0.010678238091916785	0.7714133923599741	1968362	28279034	0.005486271836854944	134498	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E11_AD008	0.011369269995912675	0.7660998687942272	1767142	25728722	0.006789915418234003	110835	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD001	0.010777021134860084	0.7653734072934468	4277457	60384114	0.007010596796060095	252117	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD002	0.014097741312511722	0.756307652934623	3961185	55153154	0.005948983639928343	266507	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD004	0.0062073246604162635	0.7402277010728584	4763983	67048679	0.004938118358559446	247604	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD006	0.012667458302351182	0.7807803546038175	4993512	70141025	0.010045067088944598	276668	OPC	OPC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD007	0.005621249393151376	0.7803458562991593	4947413	67337803	0.004393935543549526	262481	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD008	0.007218832701912099	0.743034898187992	4554047	62528740	0.005616721131190895	244419	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD010	0.01916435855544241	0.7801804733564625	5018188	68278788	0.006729755766303153	322752	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E12_AD012	0.006271323359421508	0.76678680028367	4507765	61475349	0.0048357724055893715	251011	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E1_AD001	0.00812868436806788	0.7478247560671885	4302924	59484715	0.006479585091127167	257176	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E1_AD002	0.010068980323802303	0.7639705942707699	4465336	59846850	0.006579898998157314	341708	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E1_AD004	0.011519327022139075	0.7651688144391765	5562942	74517362	0.008246953386315833	387384	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E1_AD007	0.009203295260760368	0.7645980378090929	4886497	64874889	0.005826438977868035	333688	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E1_AD012	0.01262056266371169	0.7689423943082974	5243122	71360931	0.007227844529237831	330004	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E2_AD001	0.053262385431206684	0.7847486733466674	3258425	45853747	0.013612096150615533	224754	L5	L5-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E2_AD002	0.009914677064854367	0.7624640720034761	4455216	61873516	0.00609789908234384	307713	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E2_AD004	0.05445363817109166	0.7767043155942689	4236720	58584035	0.01300834143996064	304263	L5	L5-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E2_AD006	0.00884479395752047	0.7650110557407346	4479157	63380292	0.005855700497573376	255656	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E2_AD008	0.009155951418343767	0.7488268311450935	3853497	53001093	0.006347389106769193	247809	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E2_AD010	0.008470847549549734	0.7626285164776558	4168621	56945352	0.005532713332028825	263723	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E2_AD012	0.013560469957393758	0.7812749321713663	4104381	58018154	0.006280364635813595	241278	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E3_AD002	0.04635176754752854	0.8134671600333907	4842718	66967593	0.010922294655344169	355057	Pvalb	Pvalb-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E3_AD008	0.009283657562001883	0.7557279074969705	4576309	62402598	0.006448871996763284	294945	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E3_AD010	0.08504242418225877	0.8288438137979363	4286664	59640377	0.018584489099482356	273745	Sst	Sst-3
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E4_AD001	0.010767973768495163	0.7659982929611279	4163180	57816987	0.006492591831315423	293317	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E4_AD002	0.007084846052559769	0.7323176028123634	5048796	71045674	0.005376878674511756	284357	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E4_AD004	0.010235835489575644	0.7262813329326786	3186644	44816972	0.006165306231327358	189342	Endo	Endo-3
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E4_AD006	0.009875763642484678	0.7733144803481796	5334941	72744272	0.0061482959519493265	380223	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E4_AD007	0.008207555595686282	0.7596094448515132	4211011	58027868	0.005163961784706968	297573	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E4_AD010	0.00936828491899129	0.7695339290914541	4248795	58210046	0.005955433095674983	310984	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E4_AD012	0.06230609085153984	0.819340330095154	3965117	54787134	0.013939803129540844	296716	L6	L6-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E5_AD001	0.010743547132745099	0.7636174012817349	4574652	63188865	0.00661250583947333	322769	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E5_AD002	0.020490635210208847	0.7870643407068293	5091432	70995324	0.00716337002297328	340817	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E5_AD004	0.045196971900617805	0.8190528050121844	5286669	71426681	0.010833631053684447	402011	Vip	Vip-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E5_AD010	0.015262062762265433	0.7732079194137125	4657898	64834655	0.006499757147782495	282897	Endo	Endo-3
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E6_AD001	0.019058964643845853	0.7755611482822826	4328554	59477908	0.007218091106330106	298969	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E6_AD004	0.007972346158220428	0.7710546108369053	5050824	69013082	0.005460897706129771	361100	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E6_AD007	0.008608612499560115	0.7646660284584104	4961893	69018312	0.005391458533170616	309292	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E6_AD010	0.017611869482757916	0.7768763410321206	696330	9584323	0.006365436543654366	47111	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E7_AD001	0.009225785756109783	0.7613213880977717	3938658	54484670	0.006201062533489353	296391	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E7_AD002	0.008653365172219643	0.7533421608620582	4376624	60677604	0.00570252000620001	314286	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E7_AD007	0.0063049144281550834	0.712760396449551	4721175	66221362	0.004746487233011387	277499	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E7_AD008	0.008680617060300369	0.7489690276652544	4105714	56837193	0.006003484720839397	293613	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E7_AD010	0.0061860921738587865	0.7624762356676466	4552277	62301702	0.004767662355481833	291085	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E7_AD012	0.013023315782566207	0.7765491909474322	4339843	61185410	0.006203549403364513	271431	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E8_AD001	0.009238500939284277	0.7610869486603169	3885722	54423823	0.005910710846536594	270647	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E8_AD002	0.06687673007318423	0.8233352279994951	3071877	43700081	0.014028524157834503	202603	Sst	Sst-3
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E8_AD004	0.009721818775887278	0.777562483400369	4666769	66418125	0.005449168637855071	288035	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E8_AD006	0.008236389136672118	0.7678149346983326	4434151	61410392	0.005517836712350368	307723	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E8_AD007	0.0064547560124116705	0.7699834581431774	4343448	59807320	0.004918483576883815	300891	OPC	OPC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E8_AD008	0.009407905330907424	0.7492911425898243	3736580	51860633	0.006161307337348751	253678	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E8_AD012	0.005804353639221274	0.7651920977241666	3564570	50047518	0.004425447714223069	183044	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E9_AD002	0.01172475183743675	0.7714770991605553	5417249	74615807	0.005658315080314491	385714	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E9_AD004	0.006753946126066334	0.7271029847575836	5559767	76881647	0.005302555176593286	327115	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_E9_AD012	0.010307632277982903	0.7635289974982173	5123204	71016221	0.005885474640922824	322025	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F10_AD001	0.03874331461775779	0.7577044805651757	4699246	64089487	0.010219293926795768	367257	L2/3	L2/3-3
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F10_AD002	0.008701419562309487	0.7631327741143371	5959613	82871775	0.005474445765946052	394568	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F10_AD004	0.008803859724907458	0.752129775203201	5148100	71490447	0.005893875867757234	333957	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F10_AD008	0.041218988317685834	0.7656963981240235	4931680	66913429	0.010910547789627469	355161	L2/3	L2/3-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F10_AD010	0.018288593017271405	0.7842703197197929	4941189	67757679	0.006555817092224949	330834	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F11_AD001	0.019997440214988806	0.7752110638770005	1298335	18901286	0.007240725551626306	91681	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F11_AD004	0.006162469700154914	0.7595934487752465	1398194	20344764	0.005020677513748684	102695	OPC	OPC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F11_AD007	0.009740535081058491	0.7645499888970501	1598196	22936659	0.005459409427208081	108213	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F11_AD010	0.009765818644373817	0.7630835810069703	1260535	17926324	0.005530869243800525	87250	ODC	ODC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F11_AD012	0.00878327996454172	0.7698938273261726	1311387	19323226	0.005622600719728478	77250	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F12_AD001	0.012365463291382443	0.7650141919249908	4739823	64777493	0.010010363500874196	314790	OPC	OPC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F12_AD002	0.009889169776679155	0.7649897875678856	4937462	66629538	0.0057978747054377305	355194	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F12_AD004	0.007471860585907679	0.7588355608043974	3722502	50783310	0.005987156609170153	240406	OPC	OPC-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F12_AD006	0.012683438246965963	0.7145885479179115	5328459	72454554	0.010341827998973827	328392	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F12_AD008	0.006687185419710456	0.7323059532148648	5236299	70226622	0.005498005258209684	258287	MG	MG-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F12_AD010	0.022508042806087716	0.7743686527647028	5227389	71278781	0.010041984262686618	325634	Astro	Astro-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F12_AD012	0.00929284712936677	0.7616493583848822	4636098	62226662	0.005774173747181487	301145	ODC	ODC-2
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F1_AD002	0.035651934506988184	0.7608066373831563	4660541	62997319	0.010358970952524115	381888	L2/3	L2/3-1
190315_snm3Cseq_hs_29yr_BA10_UMB5580_3_UMB5580_4_F1_AD004	0.022060497581492342	0.7877796259563772	5061915	68673619	0.008100638068428995	345131	Astro	Astro-1
